,Review,Brand,Variety,Style,Country,Stars
2405,175,samyang,cold ramen with ponytail radish,pack,south korea,3.0
2406,174,lucky me!,sotanghon artificial chicken,pack,philippines,0.25
2407,173,unif / tung-i,instant bean vermicelli shrimp,pack,taiwan,1.5
2408,172,mama,flat noodle tom yum,pack,thailand,3.75
2409,171,samyang,japanese seafood flavor udon,pack,south korea,3.75
2410,170,myojo,chukazanmai soybean paste,pack,japan,3.5
2411,169,samyang,seafood party,pack,south korea,2.25
2412,168,jfc,japanese style noodle fresh udon,bowl,japan,3.75
2413,167,wai wai,crab instant rice vermicelli,pack,thailand,2.5
2414,166,koyo,garlic pepper,pack,usa,3.25
2415,165,doll,sesame oil,pack,hong kong,3.5
2416,164,unif / tung-i,artificial beef flavor,pack,taiwan,3.75
2417,163,vifon,asian style instant noodles chicken,pack,vietnam,3.5
2418,162,myojo,chukazanmai oriental,pack,japan,3.75
2419,161,paldo,green tea chlorella,pack,south korea,0.0
2420,160,myojo,ramen desse soy sauce,bowl,japan,1.5
2421,159,mama,hot & spicy,pack,thailand,1.75
2422,158,mama,jok cup porridge artificial pork,cup,thailand,2.5
2423,157,nissin,sotanghon,cup,philippines,2.0
2424,156,maruchan,instant lunch cajun style with chili piquin shrimp,cup,usa,3.0
2425,155,lucky me!,pancit canton,pack,philippines,4.75
2426,154,nissin,creamy chicken,cup,usa,1.75
2427,153,sapporo ichiban,shrimp flavor,cup,usa,1.75
2428,152,wu mu,steamed noodle garlic & sesame oil,pack,taiwan,4.5
2429,151,shirakiku,japanese style tokusen miso,pack,japan,3.0
2430,150,chorip dong,jjambbong hot spicy seafood,bowl,south korea,4.25
2431,149,maruchan,akai kitsune udon,bowl,japan,4.0
2432,148,myojo,okinawa soba,pack,japan,3.75
2433,147,higashi,nagasaki sara udon,pack,japan,5.0
2434,146,mama,pho bo,pack,thailand,2.5
2435,145,sakurai,vegetarian flavor,pack,japan,3.5
2436,144,nongshim,kimchi ramyun,pack,south korea,3.5
2437,143,mama,mamy chand clear soup,pack,thailand,2.75
2438,142,nissin,chow mein teriyaki beef,tray,usa,4.5
2439,141,six fortune,seafood flavor,pack,south korea,2.5
2440,140,mama,mi goreng,pack,thailand,5.0
2441,139,kamfen,noodle king beef,pack,china,1.75
2442,138,unif,100 furong shrimp,pack,taiwan,3.0
2443,137,nissin,bowl noodles rich & savory chicken,bowl,usa,1.75
2444,136,mama,shrimp creamy tom yum,pack,thailand,5.0
2445,135,unif / tung-i,fresh shrimp,pack,taiwan,3.25
2446,134,global inspiration,gyeong-gi-do rice,bowl,south korea,2.25
2447,133,baijia,hot & sour rice noodle,pack,china,0.0
2448,132,ve wong,artificial peppered beef,pack,taiwan,3.5
2449,131,unif,100 artificial shallot chicken,pack,taiwan,3.25
2450,130,sapporo ichiban,miso soybean paste,pack,japan,3.5
2451,129,nongshim,mupama tang myun,pack,south korea,3.5
2452,128,mama,artificial pa-lo duck,pack,thailand,0.1
2453,127,vifon,mi chay vegetarian,pack,vietnam,2.8
2454,126,mama,tom yam koong rice vermicelli,pack,thailand,1.5
2455,125,shirakiku,japanese style tokusen karami,pack,japan,3.0
2456,124,nissin,yakisoba with mayonnaise/mustard packet,tray,japan,5.0
2457,123,wai wai,minced pork soeng kreung,pack,thailand,3.7
2458,122,doll,shrimp wonton,pack,hong kong,4.0
2459,121,ottogi,bekse curry,pack,south korea,4.0
2460,120,samyang,beef,pack,south korea,4.0
2461,119,ve wong,artificial pork & chicken,pack,taiwan,3.4
2462,118,paldo,bibim men,pack,south korea,3.75
2463,117,ottogi,ramyonsari,pack,south korea,4.0
2464,116,mama,nam vang,pack,thailand,3.6
2465,115,ottogi,miso ramyun,pack,south korea,2.8
2466,114,samyang,kimchi,pack,south korea,2.9
2467,113,nongshim,hooroorook ,pack,south korea,4.0
2468,112,ottogi,jiajang noodle,pack,south korea,3.75
2469,111,ottogi,odongtongmyon seafood spicy,pack,south korea,3.25
2470,110,lucky me!,artificial chicken,pack,philippines,1.5
2471,109,mama,pad thai,pack,thailand,3.1
2472,108,teriyaki time,ramen,bowl,usa,2.0
2473,107,ottogi,pow crunch teriyaki,pack,south korea,1.1
2474,106,greenoodle,tom yum,pack,thailand,0.5
2475,105,indomie,special fried curly noodle,pack,indonesia,5.0
2476,104,maruchan,ramen noodle soup chicken,pack,usa,2.0
2477,103,ve wong,vegetarian flavor,pack,taiwan,3.0
2478,102,indomie,soto mie,pack,indonesia,1.5
2479,101,ve wong,artificial sesame chicken,pack,taiwan,4.25
2480,100,unif / tung-i,artificial chinese beef,pack,taiwan,2.85
2481,99,ve wong,kung fu artificial onion,pack,taiwan,2.75
2482,98,unif / tung-i,chah chiang,pack,taiwan,2.5
2483,97,saigon ve wong,kung fu mi tom chua sour shrimp,pack,vietnam,2.5
2484,96,saigon ve wong,kung fu artificial pork flavor,pack,vietnam,3.75
2485,95,wei lih,artificial beef flavor,pack,taiwan,1.0
2486,94,mama,artificial chicken,pack,thailand,2.5
2487,93,payless,xtra big original pancit canton,pack,philippines,4.5
2488,92,fashion food,tom yum seafood creamy,bowl,thailand,2.0
2489,91,binh tay,mi chay mushroom,pack,vietnam,2.75
2490,90,long kow,crystal noodle six kinds of mushrooms,pack,china,2.3
2491,89,unif,100 artificial stewed pork chop,pack,taiwan,3.2
2492,88,paldo,south korean noodle chicken,pack,south korea,3.25
2493,87,wai wai,tom yum shrimp cream soup,pack,thailand,2.75
2494,86,unif / tung-i,onion flavor,pack,taiwan,3.65
2495,85,nissin,demae ramen sesame,pack,japan,3.75
2496,84,samyang,kalgug-su assorted clam,pack,south korea,1.8
2497,83,nissin,demae ramen spicy flavor,pack,japan,2.0
2498,82,nissin,demae ramen miso,pack,japan,2.75
2499,81,unif / tung-i,artificial spicy beef,pack,taiwan,3.5
2500,80,unif / tung-i,artificial chicken,pack,taiwan,3.5
2501,79,sapporo ichiban,kitsune udon,pack,japan,3.25
2502,78,nissin,demae ramen seafood,pack,japan,2.5
2503,77,nissin,demae ramen prawn,pack,japan,3.25
2504,76,indomie,meatball flavor,pack,indonesia,2.5
2505,75,indomie,mi goreng rendang,pack,indonesia,4.5
2506,74,nissin,demae ramen shoyu,pack,japan,4.0
2507,73,nissin,demae ramen five spices artificial beef,pack,japan,3.5
2508,72,nissin,demae ramen tonkatsu artificial pork,pack,japan,3.5
2509,71,nissin,demae ramen satay,pack,japan,2.5
2510,70,nissin,demae ramen xo sauce seafood,pack,japan,4.0
2511,69,baijia,spicy fei- chang sweet potato noodle,pack,china,1.75
2512,68,wei lih,jah jan mien instant noodle with fried soybean paste,pack,taiwan,4.0
2513,67,maruchan,ramen noodle soup lime chili shrimp,pack,usa,2.0
2514,66,maruchan,ramen noodle soup pork,pack,usa,4.0
2515,65,nissin,top ramen oriental,pack,usa,2.5
2516,64,sapporo ichiban,chicken flavor,pack,usa,3.5
2517,63,nissin,souper meal chicken flavor with vegetable medley,bowl,japan,3.0
2518,62,maggi,rice noodle mania lemon masala,pack,india,1.5
2519,61,maggi,2 minute noodles curry,pack,india,2.5
2520,60,maggi,vegetable atta noodles masala,pack,india,2.0
2521,59,maggi,chinese noodles lemon chicken flavor,pack,india,3.5
2522,58,ve wong,a-one bun tom shrimp,pack,taiwan,3.0
2523,57,doll,instant fried noodles with chili sauce,tray,hong kong,3.0
2524,56,doll,instant noodles with sesame oil & soup base,pack,hong kong,1.0
2525,55,hua feng noodle expert,favoury pork flavor,pack,china,1.0
2526,54,hua feng noodle expert,spicy seafood flavor,pack,china,3.0
2527,53,indomie,chicken,cup,indonesia,2.0
2528,52,indomie,chicken curry,pack,indonesia,4.0
2529,51,indomie,curly noodles with grilled chicken,pack,indonesia,5.0
2530,50,indomie,mi goreng,pack,indonesia,5.0
2531,49,indomie,mi goreng pedas hot,pack,indonesia,4.5
2532,48,indomie,shrimp flavor,pack,indonesia,3.0
2533,47,indomie,mi goreng jumbo barbecue chicken,pack,indonesia,5.0
2534,46,indomie,mi goreng jumbo meatball,pack,indonesia,3.0
2535,45,indomie,mi goreng sate,pack,indonesia,5.0
2536,44,indomie,special chicken,pack,indonesia,4.25
2537,43,kim ve wong,jaopai series: vegetarian instant noodles,bowl,taiwan,0.0
2538,42,ve wong,kung-fu chicken flavor,pack,vietnam,2.75
2539,41,little cook,pork mustard stem,bowl,thailand,0.5
2540,40,lucky me!,pancit canton chili mansi,pack,philippines,3.0
2541,39,lucky me!,supreme bulalo flavor,bowl,philippines,3.0
2542,38,lucky me!,pancit canton citrus flavor,pack,philippines,3.0
2543,37,lucky me!,pancit canton hot chili flavor,pack,philippines,3.0
2544,36,lucky me!,itnok,pack,philippines,3.0
2545,35,mama,chand clear soup,pack,thailand,3.0
2546,34,maruchan,ramen noodle soup shrimp,pack,usa,2.0
2547,33,koka,mi hai tom prawn,pack,singapore,3.75
2548,32,koka,mi hai cua crab flavor,pack,singapore,3.5
2549,31,myojo,ippeichan yakisoba,tray,japan,4.0
2550,30,myojo,special duck,pack,japan,1.0
2551,29,mee jang,tom yum shrimp,bowl,thailand,3.5
2552,28,nissin,chikin ramen,pack,japan,5.0
2553,27,nissin,demae ramen curry flavor,pack,japan,4.0
2554,26,nissin,soba noodles with mayo mustard squirt,pack,japan,4.0
2555,25,nissin,demae ramen spicy flavor,pack,japan,3.0
2556,24,nissin,demae ramen spicy seafood with chili pepper,pack,japan,2.0
2557,23,nissin,top ramen creamy chicken,pack,usa,4.5
2558,22,nongshim,ansungtangmyun noodle soup,pack,south korea,3.75
2559,21,nongshim,champong oriental noodles,pack,south korea,4.0
2560,20,nongshim,neoguri (seafood'n'spicy),pack,south korea,3.5
2561,19,nongshim,shin ramyun,pack,south korea,4.0
2562,18,ottogi,jin ramen (hot taste),pack,south korea,3.5
2563,17,quickchow,pancit palabok,pack,philippines,2.5
2564,16,samyang,kalgug-su (spicy),pack,south korea,3.5
2565,15,samyang,pojangmacha u-dong,pack,south korea,2.5
2566,14,samyang,hot,pack,south korea,3.5
2567,13,sapporo ichiban,chow mein,pack,japan,5.0
2568,12,sapporo ichiban,shrimp flavor,pack,japan,2.5
2569,11,six fortune,chicken flavor instant soup noodle,pack,south korea,2.0
2570,10,smack,vegetable beef,pack,usa,1.5
2571,9,sutah,cup noodle,cup,south korea,2.0
2572,8,tung-i,chinese beef instant rice noodle,pack,taiwan,3.0
2573,7,ve wong,mushroom pork,pack,vietnam,1.0
2574,6,vifon,nam vang,pack,vietnam,2.5
2575,5,vifon,"hu tiu nam vang [""phnom penh"" style] asian style instant rice noodles",bowl,vietnam,3.5
2576,4,wai wai,oriental style instant noodles,pack,thailand,1.0
2577,3,wai wai,tom yum shrimp,pack,thailand,2.0
2578,2,wai wai,tom yum chili flavor,pack,thailand,2.0
2579,1,westbrae,miso ramen,pack,usa,0.5
